age,edu,gender,housing,income,job_occupation,past_bad_credit,married,loan_amount,debt_to_income,credit_history_years,default_label
60,master,female,own,23798.01,salary_worker,0,1,3034.96,0.51,10.5,0
44,bachelor,male,mortgage,30780.42,salary_worker,1,0,4546.24,0.38,5.1,0
30,bachelor,female,own,26036.79,salary_worker,0,1,6069.26,0.41,11.6,0
29,bachelor,female,own,36623.8,public_sector,0,0,18615.84,0.01,0.0,0
49,high_school,male,own,15653.9,salary_worker,0,0,6370.22,0.24,5.2,0
36,bachelor,male,mortgage,20547.32,student,0,0,3519.23,0.08,9.9,0
26,high_school,male,own,51019.59,salary_worker,1,0,8878.64,0.57,9.5,1
42,high_school,female,mortgage,10208.89,student,0,0,7303.22,0.14,6.6,0
53,,female,rent,19863.13,salary_worker,0,1,5270.22,0.61,8.6,0
36,bachelor,female,mortgage,15030.36,salary_worker,0,0,5862.26,0.51,8.1,0
68,high_school,male,mortgage,22293.95,salary_worker,0,1,14572.61,0.38,1.5,0
59,high_school,female,mortgage,20020.23,salary_worker,0,0,3731.49,0.54,6.0,0
46,high_school,female,own,31919.42,student,0,1,3241.61,0.17,8.4,0
67,high_school,female,mortgage,27309.35,salary_worker,0,1,10475.13,0.2,9.5,1
42,bachelor,male,rent,13527.39,salary_worker,1,1,27861.97,0.51,7.2,1
27,high_school,male,rent,18682.21,student,0,0,19028.92,0.17,5.3,0
22,master,male,mortgage,24341.73,salary_worker,0,0,7443.77,0.1,2.2,0
67,high_school,female,mortgage,33952.62,salary_worker,1,1,7667.88,0.28,10.5,0
68,high_school,male,rent,72753.36,salary_worker,0,1,12489.0,0.18,10.1,0
57,master,female,mortgage,33398.23,self_employed,0,0,3230.24,0.68,11.4,0
26,high_school,female,own,15434.72,retired,0,0,9756.34,0.48,3.2,0
35,bachelor,female,mortgage,23336.4,salary_worker,1,1,6627.02,0.24,8.0,0
23,phd,male,mortgage,26408.45,public_sector,0,0,14253.3,0.16,4.7,0
23,phd,female,mortgage,19269.41,salary_worker,0,0,5677.54,0.4,7.7,0
33,bachelor,male,mortgage,30080.01,salary_worker,0,0,8930.72,0.55,19.1,0
49,high_school,female,mortgage,8759.38,public_sector,0,0,6651.31,0.39,11.1,0
24,bachelor,female,own,31223.22,public_sector,0,0,10168.96,0.17,4.5,0
70,phd,male,rent,19645.93,self_employed,0,1,7057.67,0.08,6.5,0
43,phd,male,own,,salary_worker,0,0,9360.66,0.27,6.1,0
34,high_school,female,mortgage,47078.67,salary_worker,1,0,21253.59,0.4,8.0,0
46,high_school,male,rent,13798.53,public_sector,0,1,6923.71,0.26,1.4,0
60,high_school,female,mortgage,27521.52,self_employed,1,1,10112.34,0.52,8.8,0
36,high_school,female,rent,34796.24,salary_worker,0,0,28497.09,0.43,0.0,0
23,bachelor,male,mortgage,26282.31,salary_worker,1,0,10040.88,0.38,0.8,1
23,high_school,male,own,11773.58,public_sector,0,0,2124.31,0.43,15.5,0
63,high_school,female,mortgage,44697.75,salary_worker,0,0,5617.01,0.09,6.1,0
26,high_school,female,mortgage,22134.45,,0,0,4179.46,0.25,13.2,0
52,bachelor,male,own,19198.87,,0,0,13454.65,0.15,4.3,0
40,high_school,female,mortgage,21168.78,salary_worker,0,0,7695.56,0.41,0.0,0
59,bachelor,male,rent,20497.01,self_employed,0,1,14544.02,0.16,3.3,1
24,high_school,male,mortgage,14248.67,self_employed,0,0,11343.0,0.35,18.3,1
65,phd,male,mortgage,26218.69,,0,1,11316.11,0.31,1.9,0
55,high_school,female,rent,18606.11,retired,0,1,4134.75,0.45,14.6,0
43,bachelor,male,rent,32922.11,self_employed,0,0,10696.72,0.12,8.9,0
31,high_school,female,own,30727.64,salary_worker,1,0,17182.12,0.42,8.0,0
69,high_school,female,rent,50592.13,salary_worker,0,1,3655.9,0.15,4.5,0
36,high_school,female,mortgage,22131.67,self_employed,0,0,6806.08,0.17,3.9,0
45,high_school,female,rent,16958.72,salary_worker,0,1,9847.08,0.31,9.8,1
40,high_school,male,mortgage,12564.32,public_sector,0,1,8551.9,0.55,12.8,0
32,bachelor,male,mortgage,65316.8,salary_worker,0,0,17856.5,0.19,8.3,0
41,bachelor,male,mortgage,32792.29,salary_worker,1,0,12096.59,,10.5,0
28,high_school,male,own,17825.96,salary_worker,1,0,10130.95,0.17,5.8,0
21,bachelor,male,rent,52152.1,retired,0,0,12704.11,0.27,16.2,0
35,bachelor,male,mortgage,44813.87,public_sector,0,0,12337.01,0.68,8.5,0
26,high_school,male,mortgage,13252.28,self_employed,0,0,8288.2,0.41,15.6,0
41,high_school,male,mortgage,17342.86,salary_worker,0,0,6666.49,0.2,3.6,0
64,high_school,male,own,22935.79,retired,0,1,13970.04,0.31,7.3,0
29,high_school,female,rent,15039.9,retired,0,0,5384.64,0.62,11.8,0
21,bachelor,male,mortgage,23307.7,salary_worker,0,0,7787.28,0.3,8.1,0
26,phd,female,mortgage,33536.27,public_sector,1,0,4288.95,0.3,9.6,0
46,phd,female,rent,13121.83,retired,0,0,12117.69,0.27,3.6,0
34,phd,male,mortgage,27773.85,salary_worker,0,0,15960.75,0.47,5.9,0
45,bachelor,female,rent,41184.78,salary_worker,0,0,4843.77,0.25,4.0,0
22,high_school,female,own,29146.76,self_employed,0,0,7445.3,0.5,7.2,1
37,high_school,female,own,23528.62,salary_worker,0,0,6222.73,0.53,6.7,0
41,high_school,female,own,18022.1,public_sector,1,0,14638.78,0.45,5.4,0
42,high_school,male,rent,35379.18,self_employed,0,1,17664.89,0.3,10.0,0
48,high_school,male,rent,14333.95,salary_worker,0,0,6226.06,0.09,3.2,0
60,bachelor,female,own,27153.37,salary_worker,0,1,1480.08,0.3,0.0,0
44,high_school,male,rent,24624.13,public_sector,0,0,15276.04,0.22,5.2,0
63,high_school,male,own,40397.57,salary_worker,0,1,8306.57,0.2,16.1,0
47,bachelor,male,own,18727.78,salary_worker,1,0,8324.22,0.3,9.5,1
34,high_school,female,mortgage,19458.1,salary_worker,0,0,13767.18,0.43,4.1,0
32,master,male,mortgage,13921.1,public_sector,1,0,6632.85,0.23,9.3,0
37,high_school,female,rent,29636.97,salary_worker,0,0,5729.3,0.09,7.0,0
50,bachelor,female,rent,20116.24,salary_worker,1,1,6663.23,0.17,9.1,0
33,high_school,male,mortgage,16515.7,public_sector,1,0,10604.12,0.64,11.0,0
66,bachelor,female,mortgage,17239.05,salary_worker,0,1,13140.21,0.44,,0
44,high_school,male,mortgage,30998.6,public_sector,0,0,19895.22,0.17,8.0,1
64,high_school,male,mortgage,14819.03,salary_worker,1,1,10115.92,0.57,13.4,0
55,bachelor,female,own,15423.16,public_sector,1,0,7483.5,0.3,9.7,0
37,,female,mortgage,36437.82,salary_worker,0,0,13192.52,0.75,8.3,0
32,high_school,male,own,22589.62,salary_worker,1,0,4749.56,0.39,7.7,0
58,master,male,mortgage,37419.61,salary_worker,1,1,17688.39,0.44,5.2,0
37,high_school,female,mortgage,20708.3,retired,0,0,9102.07,0.49,2.5,0
33,bachelor,male,mortgage,24330.68,public_sector,0,0,7145.37,0.61,10.2,0
67,bachelor,male,own,26116.82,salary_worker,0,1,4758.02,0.26,12.6,0
45,high_school,male,own,45445.94,salary_worker,0,1,11439.38,0.59,9.2,0
23,bachelor,female,rent,43811.11,salary_worker,1,0,6944.19,0.23,9.8,0
45,high_school,male,own,40902.92,salary_worker,1,0,7693.61,0.27,4.0,0
44,bachelor,male,mortgage,18343.52,salary_worker,0,0,3231.96,0.34,5.1,0
64,high_school,female,mortgage,15614.05,retired,0,1,6380.02,0.51,2.4,0
56,high_school,male,rent,34281.33,salary_worker,0,0,5927.31,0.28,6.5,0
30,high_school,male,mortgage,45231.18,retired,0,0,10200.68,0.64,11.4,0
28,master,male,own,41079.66,salary_worker,0,0,6993.91,0.58,4.7,0
51,master,male,own,24486.38,public_sector,0,0,1887.71,0.35,7.2,0
23,phd,male,own,33776.27,salary_worker,0,0,6449.41,0.17,10.3,0
36,,male,own,34044.52,salary_worker,0,0,3641.07,0.52,12.3,0
27,bachelor,male,mortgage,26030.5,public_sector,1,0,4566.19,0.01,,0
22,bachelor,female,mortgage,26544.24,salary_worker,0,0,14074.73,0.47,5.6,0
66,,female,mortgage,25442.8,retired,0,1,3200.49,0.19,4.5,0
25,bachelor,female,own,17074.76,public_sector,1,0,9529.66,0.57,4.0,0
21,high_school,male,mortgage,17877.11,student,1,0,6130.48,0.09,6.0,0
67,bachelor,female,rent,17753.35,public_sector,0,1,5513.64,0.22,0.0,0
30,bachelor,male,own,11853.09,salary_worker,0,0,4728.54,0.42,6.0,0
61,high_school,female,own,25959.35,salary_worker,0,0,9659.89,0.45,7.6,0
22,high_school,female,mortgage,23902.59,public_sector,0,0,10275.24,0.23,3.3,0
28,high_school,male,mortgage,34299.42,salary_worker,0,0,3137.46,0.28,5.6,0
26,master,male,rent,,self_employed,0,0,15256.92,0.51,7.6,0
56,high_school,female,mortgage,44175.8,,0,1,4219.85,0.52,8.0,0
52,master,female,rent,46088.07,public_sector,0,1,10034.0,0.28,1.0,0
44,bachelor,female,own,17314.74,salary_worker,1,0,4232.16,0.23,10.3,0
33,,female,mortgage,12779.76,salary_worker,0,0,6295.03,0.09,10.4,0
25,high_school,female,mortgage,37005.97,student,0,1,4010.45,0.39,4.5,0
49,master,male,mortgage,45340.69,retired,0,0,6058.35,0.49,,0
32,bachelor,female,mortgage,49030.44,salary_worker,0,1,7255.13,0.37,9.3,0
50,high_school,female,rent,30280.17,salary_worker,0,1,4306.47,0.17,8.7,0
55,high_school,female,mortgage,9911.82,public_sector,0,1,9632.93,0.66,10.2,1
63,high_school,female,mortgage,28696.32,salary_worker,1,1,10352.54,0.01,3.4,1
45,high_school,male,own,31255.43,self_employed,1,0,35893.67,0.5,6.1,0
21,bachelor,female,rent,42763.22,public_sector,1,0,13504.56,0.38,10.0,0
35,phd,female,rent,46320.18,salary_worker,0,0,15475.78,0.42,4.3,1
63,bachelor,male,mortgage,36656.1,salary_worker,0,0,3062.67,0.2,6.1,0
47,bachelor,male,mortgage,18689.64,salary_worker,0,0,2759.61,0.31,9.9,0
51,bachelor,male,mortgage,15319.74,salary_worker,0,0,6881.94,0.39,,0
43,master,male,own,30954.77,self_employed,0,1,21649.75,,7.6,0
29,master,male,rent,17041.61,salary_worker,0,0,31599.59,0.02,7.8,0
65,high_school,male,own,47278.54,student,0,0,5551.68,0.65,6.8,0
59,phd,male,own,11304.41,public_sector,1,1,5869.81,0.46,10.9,1
70,high_school,female,rent,31416.83,salary_worker,0,1,10928.63,0.35,15.9,0
63,master,male,rent,28107.47,self_employed,1,1,7270.37,0.36,8.7,0
35,phd,male,rent,22180.19,salary_worker,0,0,7371.94,0.64,12.6,0
33,bachelor,male,rent,16053.75,salary_worker,0,0,11489.57,0.21,5.8,0
33,high_school,female,mortgage,9625.78,self_employed,0,0,36081.48,0.17,4.8,0
66,bachelor,male,own,19165.31,salary_worker,0,1,16605.93,0.49,4.3,0
48,high_school,female,own,19317.23,salary_worker,1,1,22652.37,0.42,3.8,0
43,master,male,own,40146.14,salary_worker,0,0,2938.71,0.16,6.3,0
69,high_school,female,mortgage,17115.08,salary_worker,0,1,14634.39,0.54,11.0,1
51,bachelor,male,mortgage,29844.23,public_sector,0,0,4805.77,0.39,11.5,0
66,master,male,own,13609.07,student,0,0,20374.65,0.18,5.5,0
70,high_school,female,mortgage,30215.54,public_sector,0,0,17094.8,0.43,6.2,0
24,high_school,female,mortgage,8893.13,student,0,0,11294.8,0.4,7.5,0
39,bachelor,female,mortgage,62497.59,self_employed,0,0,5385.19,0.32,8.4,0
57,high_school,male,own,22845.73,,0,0,6209.9,0.41,9.8,0
61,high_school,male,own,6922.1,retired,0,0,6492.49,0.45,5.9,0
28,high_school,male,own,17623.93,salary_worker,0,0,12323.75,0.5,6.7,0
36,high_school,female,own,16415.02,salary_worker,0,0,10118.68,0.36,12.9,0
48,bachelor,male,rent,18122.0,student,0,0,17694.65,0.29,6.4,0
60,bachelor,male,own,20659.1,public_sector,0,1,19652.33,0.38,5.2,1
26,high_school,female,own,18066.64,retired,0,0,5090.1,0.55,7.2,0
51,bachelor,female,own,16858.57,salary_worker,0,1,10523.42,0.45,7.8,0
35,high_school,female,own,14452.07,public_sector,0,0,10453.27,0.28,1.3,0
31,high_school,female,rent,35235.35,,0,0,7690.47,0.35,5.7,0
46,bachelor,female,rent,41794.12,salary_worker,0,0,13601.98,0.64,,0
41,high_school,female,own,21708.12,retired,0,1,10615.13,0.47,15.5,0
52,bachelor,female,mortgage,24150.58,salary_worker,1,0,5907.59,0.37,5.4,0
36,master,female,rent,14664.0,public_sector,1,1,7493.83,0.55,10.6,0
62,bachelor,female,rent,25133.56,retired,0,1,6687.05,,8.2,0
24,bachelor,male,rent,26997.07,retired,0,0,5430.93,0.4,12.1,0
64,high_school,male,own,22054.47,salary_worker,0,1,7731.61,0.68,,0
22,high_school,female,rent,29092.44,salary_worker,0,0,3970.68,0.46,11.9,0
57,high_school,male,own,27970.87,retired,0,1,10515.81,0.63,13.1,0
38,master,male,own,15148.2,self_employed,1,0,17540.45,0.32,13.3,0
40,master,female,mortgage,41642.28,self_employed,0,0,8331.17,0.25,13.2,0
21,high_school,female,mortgage,22171.42,salary_worker,0,0,13636.91,0.55,8.3,0
56,high_school,female,rent,51741.07,salary_worker,0,1,8825.77,0.01,9.8,0
29,high_school,male,own,29412.92,student,0,0,4618.58,0.37,5.8,0
53,bachelor,female,mortgage,,self_employed,1,0,24437.79,0.53,0.0,0
57,bachelor,female,rent,41310.46,public_sector,0,1,2138.08,0.44,8.5,0
63,bachelor,male,mortgage,26963.39,salary_worker,0,1,8149.15,0.01,6.9,0
56,master,male,own,17581.49,salary_worker,0,1,5309.73,0.1,11.4,0
36,high_school,female,rent,17752.73,self_employed,0,0,19340.01,0.32,10.9,0
57,bachelor,male,rent,30941.87,retired,0,1,9125.09,0.43,,0
62,bachelor,male,mortgage,25962.46,salary_worker,0,0,33041.26,0.43,16.9,0
36,high_school,male,mortgage,18674.95,salary_worker,0,0,8265.15,0.34,9.1,0
27,master,male,mortgage,35414.51,self_employed,0,0,5332.3,0.47,2.4,0
65,high_school,male,rent,24771.45,salary_worker,0,1,3163.24,0.42,2.9,0
28,bachelor,female,mortgage,35509.46,salary_worker,1,1,14893.12,0.32,0.0,0
50,bachelor,female,rent,15694.07,self_employed,0,0,5119.94,0.44,10.6,0
32,master,male,own,38168.36,salary_worker,0,1,6432.41,0.22,5.4,0
27,bachelor,female,mortgage,30498.96,self_employed,1,0,15922.03,0.45,4.1,0
59,high_school,male,mortgage,41727.11,salary_worker,0,0,14463.03,0.19,4.9,1
28,master,female,own,37791.66,public_sector,1,0,5794.71,0.43,6.3,0
54,master,male,own,23429.96,public_sector,0,1,6312.55,0.42,9.8,0
55,bachelor,female,rent,22597.2,public_sector,1,0,3084.55,0.29,0.9,0
24,master,female,own,54304.59,public_sector,0,0,2616.17,0.45,3.2,1
29,high_school,male,rent,21359.34,self_employed,1,0,12333.0,0.62,9.4,0
60,bachelor,female,mortgage,34091.22,salary_worker,0,0,13104.66,0.16,5.1,0
46,master,male,rent,20504.01,salary_worker,0,0,9862.21,0.51,9.8,0
27,high_school,male,mortgage,10531.78,salary_worker,1,0,8981.96,0.54,5.5,0
70,bachelor,male,rent,14012.39,public_sector,0,0,5495.08,0.3,13.8,0
34,phd,male,own,29221.63,salary_worker,0,0,18169.02,0.48,8.3,0
21,master,male,rent,33373.23,salary_worker,0,0,3037.49,0.29,12.4,0
67,master,male,own,29264.96,self_employed,0,0,27628.79,0.57,9.6,0
21,high_school,female,own,40769.0,public_sector,0,0,8851.89,0.01,9.8,0
48,phd,male,own,29029.48,salary_worker,0,0,8101.25,0.6,4.5,0
70,high_school,male,mortgage,17173.87,salary_worker,0,1,8093.96,0.14,12.2,0
49,bachelor,female,rent,31806.82,self_employed,0,1,6090.06,0.36,8.4,0
50,bachelor,male,own,26273.7,retired,1,0,10910.7,0.19,3.7,0
40,master,female,mortgage,18788.47,public_sector,0,0,4152.78,0.61,0.0,0
27,master,male,rent,30110.63,salary_worker,0,0,7486.05,0.3,8.1,0
49,bachelor,female,mortgage,,retired,0,1,10275.79,0.24,13.5,0
65,bachelor,male,mortgage,18541.18,salary_worker,1,1,6748.72,0.54,3.9,0
25,bachelor,female,mortgage,22470.54,salary_worker,0,0,8124.45,0.47,3.7,0
65,bachelor,male,own,45986.59,salary_worker,0,0,9122.81,0.28,6.2,0
41,bachelor,female,mortgage,45315.28,salary_worker,0,1,3076.5,0.16,11.9,0
47,high_school,male,own,26493.77,self_employed,0,0,3238.89,0.14,0.2,0
29,bachelor,male,own,24978.49,self_employed,0,0,8722.5,0.57,4.9,0
52,master,male,mortgage,12773.52,public_sector,0,0,5798.7,0.42,3.5,1
30,bachelor,female,rent,52770.85,self_employed,0,0,5994.44,0.37,9.7,0
34,master,female,mortgage,38806.92,salary_worker,0,0,11080.63,0.43,6.9,0
57,high_school,female,own,34145.23,self_employed,0,1,4703.86,0.01,6.1,0
23,bachelor,male,rent,8746.17,public_sector,0,0,2148.91,0.28,6.8,0
43,high_school,female,own,24795.44,self_employed,0,0,20158.19,0.29,10.6,0
50,high_school,male,mortgage,22989.48,salary_worker,0,0,15762.89,0.52,12.0,0
27,bachelor,female,own,33099.28,self_employed,0,0,15653.4,0.08,11.6,1
35,high_school,male,mortgage,19871.39,self_employed,0,0,4374.68,0.53,9.8,0
38,high_school,female,own,21932.62,salary_worker,0,0,7765.29,0.66,13.0,1
54,bachelor,female,mortgage,32168.27,retired,0,0,4033.42,0.03,3.8,0
69,bachelor,female,own,,salary_worker,1,0,7840.22,0.34,,1
62,high_school,female,mortgage,18801.29,salary_worker,0,1,6691.5,0.43,16.9,0
30,high_school,female,rent,26555.63,public_sector,0,1,4478.61,0.5,0.2,0
21,bachelor,female,own,44458.82,retired,0,1,10687.26,0.01,5.4,0
23,bachelor,male,mortgage,35024.79,public_sector,1,0,7028.24,0.4,3.4,0
50,bachelor,male,rent,39495.1,self_employed,0,1,20899.6,0.3,8.7,0
28,bachelor,female,own,25046.58,student,0,0,8494.54,0.29,13.3,0
32,high_school,male,mortgage,47704.7,salary_worker,0,0,8674.94,0.71,9.7,0
63,master,female,mortgage,11119.64,,0,1,2990.9,0.3,6.6,0
64,high_school,female,mortgage,60476.35,self_employed,1,0,25657.75,0.42,9.7,0
62,bachelor,female,mortgage,64105.89,,1,1,6651.05,0.32,6.3,0
33,high_school,female,mortgage,29895.92,self_employed,1,1,9246.54,0.38,8.3,0
51,bachelor,female,own,35401.81,student,1,0,8146.56,0.44,10.0,0
51,high_school,male,own,23930.28,salary_worker,1,1,17658.56,0.5,14.5,1
30,master,male,mortgage,22152.25,salary_worker,0,1,2838.98,0.2,9.3,0
48,high_school,male,mortgage,18492.27,salary_worker,1,1,16832.87,0.37,8.4,0
47,bachelor,male,rent,23811.99,self_employed,0,0,16207.1,0.37,15.6,0
40,,female,own,31262.36,public_sector,0,0,8130.58,0.04,0.0,0
58,high_school,male,own,29405.82,student,0,0,10171.12,0.17,7.1,0
54,high_school,female,mortgage,59514.27,public_sector,0,1,6608.9,0.5,4.5,0
47,bachelor,female,own,25466.61,student,0,0,3207.07,0.26,6.5,0
57,bachelor,female,mortgage,12456.86,salary_worker,0,0,11149.58,0.81,9.9,0
59,phd,female,mortgage,51018.31,salary_worker,0,0,9280.02,0.51,11.4,0
49,bachelor,male,rent,14052.71,salary_worker,0,0,9386.69,0.42,5.4,0
34,phd,female,own,18925.66,public_sector,0,0,10564.57,0.61,10.2,1
58,high_school,female,own,27509.44,salary_worker,0,0,5811.63,0.48,3.9,0
56,master,male,rent,29369.99,salary_worker,0,0,18421.92,0.37,2.4,0
70,bachelor,male,own,,salary_worker,0,0,8139.41,0.09,7.8,0
28,bachelor,male,own,17397.6,salary_worker,0,0,10915.52,0.46,6.6,0
41,phd,male,mortgage,12502.05,public_sector,0,0,6976.7,0.59,13.5,0
67,bachelor,male,own,32201.58,retired,0,1,14438.05,0.23,16.0,0
46,master,female,rent,41461.52,salary_worker,0,1,8580.06,0.01,5.1,0
68,bachelor,female,own,14047.12,self_employed,0,1,7732.48,0.15,0.3,0
21,high_school,female,mortgage,38102.95,salary_worker,0,0,15741.35,0.66,2.0,0
22,bachelor,female,own,,salary_worker,1,0,3141.39,0.35,4.2,0
60,,male,rent,18095.49,salary_worker,0,1,6946.48,0.6,8.3,0
38,master,male,mortgage,,self_employed,1,1,5785.12,0.34,6.5,0
47,master,male,rent,15031.97,self_employed,0,0,9953.05,0.25,2.5,0
42,high_school,male,rent,18622.65,public_sector,0,0,9640.14,0.72,14.6,0
41,high_school,male,own,48715.47,public_sector,0,1,8050.68,0.27,10.2,0
67,high_school,male,mortgage,23080.97,salary_worker,1,1,5471.45,0.3,14.5,0
25,bachelor,male,mortgage,15474.17,public_sector,0,0,7996.69,0.42,0.3,0
59,high_school,female,rent,26017.69,public_sector,0,1,9680.34,0.29,12.6,0
65,bachelor,female,mortgage,13590.05,salary_worker,0,0,7345.63,0.48,6.9,0
53,bachelor,male,mortgage,30682.66,salary_worker,0,1,14900.51,0.42,,0
40,master,female,mortgage,15678.59,salary_worker,0,0,11345.86,0.43,7.6,0
29,high_school,male,mortgage,16736.79,salary_worker,0,0,8188.35,0.23,4.7,0
55,bachelor,female,mortgage,28824.22,salary_worker,1,1,2229.85,0.04,6.9,0
44,high_school,male,rent,53509.0,salary_worker,0,0,7186.29,0.19,11.3,0
28,master,female,rent,65447.55,retired,0,0,11459.26,0.21,0.0,0
38,high_school,female,mortgage,15245.82,retired,0,1,6948.99,0.39,13.5,0
69,high_school,male,own,18611.35,self_employed,0,1,9573.84,0.19,9.1,0
34,high_school,female,own,30699.13,public_sector,0,0,7161.56,0.08,7.1,0
29,master,male,mortgage,41190.18,student,0,0,9208.4,0.13,11.2,0
55,high_school,female,mortgage,,salary_worker,0,1,17510.48,0.41,9.0,0
30,bachelor,female,mortgage,25318.78,self_employed,0,0,12490.33,0.46,5.6,1
66,bachelor,female,mortgage,19551.08,public_sector,1,1,3973.61,0.25,4.4,0
63,bachelor,male,rent,,retired,0,1,3255.45,0.27,13.5,0
70,high_school,male,mortgage,13336.69,public_sector,0,0,10336.19,0.45,1.6,0
66,high_school,female,mortgage,18854.4,salary_worker,0,1,15403.03,0.37,6.7,0
33,bachelor,female,rent,24995.89,public_sector,0,0,3250.76,0.55,1.9,0
31,high_school,male,rent,38316.9,salary_worker,0,0,7219.97,0.31,9.5,0
38,bachelor,male,mortgage,28551.27,salary_worker,1,0,29889.73,0.19,7.1,0
44,high_school,female,own,37286.73,self_employed,1,1,6990.09,0.54,2.5,0
64,bachelor,female,rent,24637.52,public_sector,0,1,32507.35,0.28,4.0,1
57,high_school,female,rent,17725.76,salary_worker,0,0,5151.38,0.2,7.7,0
53,bachelor,female,rent,22411.12,salary_worker,1,1,5677.14,0.5,8.6,0
64,high_school,male,rent,33289.02,public_sector,0,0,5504.8,0.6,0.0,0
53,bachelor,male,mortgage,38740.97,salary_worker,0,1,4009.6,0.37,4.7,0
39,high_school,male,mortgage,22775.86,retired,1,0,3196.4,0.16,8.1,0
41,phd,male,mortgage,16024.89,salary_worker,0,1,7174.7,0.62,12.3,0
46,bachelor,female,rent,,self_employed,0,1,8775.12,0.41,10.9,0
25,high_school,male,own,30184.73,salary_worker,0,0,5463.1,0.38,,0
58,high_school,female,rent,42392.37,student,0,0,6235.91,0.27,11.5,0
53,high_school,female,mortgage,17935.85,,0,1,17949.93,0.54,6.2,0
57,high_school,male,mortgage,18024.57,salary_worker,0,1,13828.11,0.14,0.0,0
47,high_school,female,own,34209.96,public_sector,0,0,7028.5,0.12,13.3,0
60,master,male,mortgage,20265.09,public_sector,0,0,10264.34,0.68,9.3,0
68,bachelor,male,rent,19883.43,salary_worker,0,0,3294.36,0.18,8.3,0
49,high_school,male,rent,42802.98,self_employed,0,0,35605.34,0.51,7.5,0
43,bachelor,male,mortgage,13135.15,retired,0,0,7829.66,,8.7,0
26,high_school,female,own,61407.76,self_employed,0,0,6595.94,0.38,7.5,0
